,id,gp,sn,image,desc,font.color,font.size,shape,title,label,group
22,137644297,3,calldritt,https://pbs.twimg.com/profile_images/1189138620961247233/nAag91c8_normal.jpg,"Director, Centre for Progressive Policy @CentreProPolicy, new mum, running and cycling enthusiast, formerly @RSA_PSC @cabinetofficeuk",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/calldritt>calldritt</a><br>Bio: Director, Centre for Progressive Policy @CentreProPolicy, new mum, running and cycling enthusiast, formerly @RSA_PSC @cabinetofficeuk</p>",calldritt,Journalism
23,1060653216,1,EddieACopeland,https://pbs.twimg.com/profile_images/1323682429798932482/jIQBFsJX_normal.jpg,Director of London Office of Technology & Innovation @LOTI_LDN. Member @MayorofLondon's #SmartLondonBoard. Advisory Panel @cdps_wales. Formerly @nesta_uk.,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/EddieACopeland>EddieACopeland</a><br>Bio: Director of London Office of Technology & Innovation @LOTI_LDN. Member @MayorofLondon's #SmartLondonBoard. Advisory Panel @cdps_wales. Formerly @nesta_uk.</p>,EddieACopeland,Digit Government Transformation
24,730354615716175872,4,Reema__Patel,https://pbs.twimg.com/profile_images/1255199018080260098/3fxWu6UE_normal.jpg,"Building a deliberative, more democratic system. Facilitator, runner, cricketer. 

Associate Director @AdaLovelaceInst.

She/her",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/Reema__Patel>Reema__Patel</a><br>Bio: Building a deliberative, more democratic system. Facilitator, runner, cricketer. 

Associate Director @AdaLovelaceInst.

She/her</p>",Reema__Patel,Data Ethics
25,80862758,3,FullFact,https://pbs.twimg.com/profile_images/1313038249431109632/13OXeo3v_normal.png,The UK's independent fact checking charity. Subscribe to our newsletter: https://t.co/rtsF5xakhO | Donate: https://t.co/diqgZ0DP1m | Our funding: https://t.co/vsqtoMJyI1,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/FullFact>FullFact</a><br>Bio: The UK's independent fact checking charity. Subscribe to our newsletter: https://t.co/rtsF5xakhO | Donate: https://t.co/diqgZ0DP1m | Our funding: https://t.co/vsqtoMJyI1</p>,FullFact,Journalism
26,3110800479,3,HeywoodFndation,https://pbs.twimg.com/profile_images/580438012984737792/o9Y32oOc_normal.jpg,"In memory of Jeremy Heywood, we support charitable causes close to his heart: the promotion of diversity & innovation in the civil service and UK public service",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/HeywoodFndation>HeywoodFndation</a><br>Bio: In memory of Jeremy Heywood, we support charitable causes close to his heart: the promotion of diversity & innovation in the civil service and UK public service</p>",HeywoodFndation,Journalism
27,64679759,3,NeilDotObrien,https://pbs.twimg.com/profile_images/1219578422621548544/aHpq_-_6_normal.jpg,"MP for Harborough, Oadby & Wigston

Email: neil.obrien.mp@parliament.uk

For constituency issues please email rather than tweet",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/NeilDotObrien>NeilDotObrien</a><br>Bio: MP for Harborough, Oadby & Wigston

Email: neil.obrien.mp@parliament.uk

For constituency issues please email rather than tweet</p>",NeilDotObrien,Journalism
28,22239898,3,Marthalanefox,https://pbs.twimg.com/profile_images/1192788612758286337/zu05B5G4_normal.jpg,Chair @HLCOVID19com + @wetransfer Director @peers4planet @twitter @chanel @queenscomtrust crossbench @ukhouseoflords Chancellor @openuniversity,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/Marthalanefox>Marthalanefox</a><br>Bio: Chair @HLCOVID19com + @wetransfer Director @peers4planet @twitter @chanel @queenscomtrust crossbench @ukhouseoflords Chancellor @openuniversity</p>,Marthalanefox,Journalism
29,68377720,3,resfoundation,https://pbs.twimg.com/profile_images/1170935918536069121/PLpgKx4c_normal.jpg,Resolution Foundation is a think tank working to improve the lives of people on low to middle incomes,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/resfoundation>resfoundation</a><br>Bio: Resolution Foundation is a think tank working to improve the lives of people on low to middle incomes</p>,resfoundation,Journalism
30,309581287,3,RichRJohnstone,https://pbs.twimg.com/profile_images/851421969509646336/yXHlvtAD_normal.jpg,"Acting editor @CSWnews, occasional Tottenham pub quiz host. Glaswegian. It’ll be mostly Whitehall news, politics and policy, with the usual caveats.",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/RichRJohnstone>RichRJohnstone</a><br>Bio: Acting editor @CSWnews, occasional Tottenham pub quiz host. Glaswegian. It’ll be mostly Whitehall news, politics and policy, with the usual caveats.</p>",RichRJohnstone,Journalism
31,74692745,3,benatipsosmori,https://pbs.twimg.com/profile_images/1325334250133082112/ogSAHmRu_normal.jpg,"Chief Executive of  Ipsos MORI, Visiting Professor at Kings College, London
 “All that remains of us is love"" 
Insta: https://t.co/rLEckb4REK #mrx",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/benatipsosmori>benatipsosmori</a><br>Bio: Chief Executive of  Ipsos MORI, Visiting Professor at Kings College, London
 “All that remains of us is love"" 
Insta: https://t.co/rLEckb4REK #mrx</p>",benatipsosmori,Journalism
32,103012926,3,reformthinktank,https://pbs.twimg.com/profile_images/740204784/ReformTwitterLogo_normal.gif,"Reform is an independent, non-party think tank. Our mission is to set out ideas that will improve public services for all and deliver value for money.",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/reformthinktank>reformthinktank</a><br>Bio: Reform is an independent, non-party think tank. Our mission is to set out ideas that will improve public services for all and deliver value for money.</p>",reformthinktank,Journalism
33,21658656,3,camdentheo,https://pbs.twimg.com/profile_images/856442994475626496/8ZEyZw6r_normal.jpg,Surrey Hills. Former Camden cllr. Right more than twice a day. Personal acc.🇪🇺🇺🇸,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/camdentheo>camdentheo</a><br>Bio: Surrey Hills. Former Camden cllr. Right more than twice a day. Personal acc.🇪🇺🇺🇸</p>,camdentheo,Journalism
34,19019932,3,ruthkeeling,https://pbs.twimg.com/profile_images/1395620268/truck_normal.jpg,Data strategy @NHSX // Board @lordshiphub //  Formerly https://t.co/AwfwzVLDdg @MHCLG @ServiceReform @lgcplus @CSWnews @TheOxfordMail,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/ruthkeeling>ruthkeeling</a><br>Bio: Data strategy @NHSX // Board @lordshiphub //  Formerly https://t.co/AwfwzVLDdg @MHCLG @ServiceReform @lgcplus @CSWnews @TheOxfordMail</p>,ruthkeeling,Journalism
35,181606808,3,GavinFreeguard,https://pbs.twimg.com/profile_images/1073248686396895232/ZtGXBGPs_normal.jpg,"Freelance. Get in touch!

Currently working for @instituteforgov, @AdaLovelaceInst, @ODIHQ, @imperial_forum.

Also @WarningGraphicC, @OpenGovUK, @TheOrwellPrize",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/GavinFreeguard>GavinFreeguard</a><br>Bio: Freelance. Get in touch!

Currently working for @instituteforgov, @AdaLovelaceInst, @ODIHQ, @imperial_forum.

Also @WarningGraphicC, @OpenGovUK, @TheOrwellPrize</p>",GavinFreeguard,Journalism
36,493917908,3,DanRCorry,https://pbs.twimg.com/profile_images/1830995104/Dan_Corry_new1_normal.jpg,Chief exec of think tank and consultancy NPC  @NPCthinks; economist and public policy geek. All tweets in personal capacity,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/DanRCorry>DanRCorry</a><br>Bio: Chief exec of think tank and consultancy NPC  @NPCthinks; economist and public policy geek. All tweets in personal capacity</p>,DanRCorry,Journalism
37,14091176,1,jdforrester,https://pbs.twimg.com/profile_images/712796021676376064/l3i_PKrt_normal.jpg,"Coder, before a product manager, @Wikimedia, now on Abstract Wikipedia; ex-UK Civil Servant, @DataGovUK et al.; political geek; comments are my own. He/him/his.",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/jdforrester>jdforrester</a><br>Bio: Coder, before a product manager, @Wikimedia, now on Abstract Wikipedia; ex-UK Civil Servant, @DataGovUK et al.; political geek; comments are my own. He/him/his.</p>",jdforrester,Digit Government Transformation
38,154073751,3,CentreforCities,https://pbs.twimg.com/profile_images/1215661651967512576/NHxuFO16_normal.jpg,The Centre for Cities is an independent think tank dedicated to helping the UK's largest cities and towns improve.,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/CentreforCities>CentreforCities</a><br>Bio: The Centre for Cities is an independent think tank dedicated to helping the UK's largest cities and towns improve.</p>,CentreforCities,Journalism
39,273956196,3,centreforlondon,https://pbs.twimg.com/profile_images/917483821523718146/tB2bns0k_normal.jpg,We are the capital's dedicated think tank. We publish research. We hold events. We collaborate and influence. Have your say in London's future 💬⬇️,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/centreforlondon>centreforlondon</a><br>Bio: We are the capital's dedicated think tank. We publish research. We hold events. We collaborate and influence. Have your say in London's future 💬⬇️</p>,centreforlondon,Journalism
40,122662012,3,WeAreBrightBlue,https://pbs.twimg.com/profile_images/1277978489207967748/FJRPX8C4_normal.jpg,Bright Blue is the independent think tank and pressure group for liberal conservatism.,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/WeAreBrightBlue>WeAreBrightBlue</a><br>Bio: Bright Blue is the independent think tank and pressure group for liberal conservatism.</p>,WeAreBrightBlue,Journalism
41,517821944,3,JaneDudman1,https://pbs.twimg.com/profile_images/1068173595376001024/VebQ0ZGJ_normal.jpg,"Freelance journalist, event chair and consultant on public services and leadership. Former public leadership editor for the Guardian.",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/JaneDudman1>JaneDudman1</a><br>Bio: Freelance journalist, event chair and consultant on public services and leadership. Former public leadership editor for the Guardian.</p>",JaneDudman1,Journalism
42,25734012,3,kittyvonbertele,https://pbs.twimg.com/profile_images/1091296393170427904/-E52Hs2P_normal.jpg,"Funding & advocating data rights, independent media & civic empowerment in 🇬🇧 🇩🇪 🇫🇷 @luminategroup",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/kittyvonbertele>kittyvonbertele</a><br>Bio: Funding & advocating data rights, independent media & civic empowerment in 🇬🇧 🇩🇪 🇫🇷 @luminategroup</p>",kittyvonbertele,Journalism
43,1006166382,3,involveUK,https://pbs.twimg.com/profile_images/999653235001470976/fhhqYcL0_normal.jpg,"The UK's public participation charity. We work to create a healthier & more vibrant democracy, with people at the heart of decision-making",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/involveUK>involveUK</a><br>Bio: The UK's public participation charity. We work to create a healthier & more vibrant democracy, with people at the heart of decision-making</p>",involveUK,Journalism
44,15143541,3,FactCheck,https://pbs.twimg.com/profile_images/1193874130975805442/ODAsajQM_normal.png,Testing the claims of people in power. For more news follow @Channel4News,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/FactCheck>FactCheck</a><br>Bio: Testing the claims of people in power. For more news follow @Channel4News</p>,FactCheck,Journalism
45,525495167,2,odugUK,https://pbs.twimg.com/profile_images/1908650548/odugUK_normal.jpg,Open Data User Group will gather views of government open data users/re-users to influence data releases for free.,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/odugUK>odugUK</a><br>Bio: Open Data User Group will gather views of government open data users/re-users to influence data releases for free.</p>,odugUK,Environment
46,19825835,3,MattHancock,https://pbs.twimg.com/profile_images/1311368965160136704/ypBTtBpn_normal.jpg,Secretary of State for Health & Social Care and MP for West Suffolk,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/MattHancock>MattHancock</a><br>Bio: Secretary of State for Health & Social Care and MP for West Suffolk</p>,MattHancock,Journalism
47,155576163,3,HeritageFundUK,https://pbs.twimg.com/profile_images/1326804349834637317/teKW0u7A_normal.jpg,"We are the #NationalLotteryHeritageFund. Using National Lottery funding we inspire, lead & resource the UK’s heritage.",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/HeritageFundUK>HeritageFundUK</a><br>Bio: We are the #NationalLotteryHeritageFund. Using National Lottery funding we inspire, lead & resource the UK’s heritage.</p>",HeritageFundUK,Journalism
