,id,desc,sn,label,image,shape,font.size,title,font.color,group,value,hub
110,142524254,"Somos la Agencia de Gobierno Digital, Sociedad de la Información y el Conocimiento del Uruguay. Presidencia de la República.",agesic,agesic,https://pbs.twimg.com/profile_images/974356744653758465/UGEAIh8t_normal.jpg,star,30.0,"<p><l>Username: <a href=https://twitter.com/agesic>agesic</a><br>Bio: Somos la Agencia de Gobierno Digital, Sociedad de la Información y el Conocimiento del Uruguay. Presidencia de la República.</p>",blue,,1.0,6.0
111,18510558,Desde el BID trabajamos para el desarrollo socioeconómico y sostenible de #AméricaLatina y el #Caribe 🌎,el_BID,el_BID,https://pbs.twimg.com/profile_images/1226898562010767360/PBYe9jgY_normal.png,circle,30.0,<p><l>Username: <a href=https://twitter.com/el_BID>el_BID</a><br>Bio: Desde el BID trabajamos para el desarrollo socioeconómico y sostenible de #AméricaLatina y el #Caribe 🌎</p>,blue,,0.05210303603807193,6.0
112,2802004432,Secretary-General of the #OECD working around the clock and around the globe to promote Better Policies for Better Lives. @OECD,A_Gurria,A_Gurria,https://pbs.twimg.com/profile_images/1342123257999319040/5heRSdwJ_normal.jpg,circle,30.0,<p><l>Username: <a href=https://twitter.com/A_Gurria>A_Gurria</a><br>Bio: Secretary-General of the #OECD working around the clock and around the globe to promote Better Policies for Better Lives. @OECD</p>,blue,,1.0,6.0
113,1101527644116582405,"Organización Latinoamericana y del Caribe de Entidades Fiscalizadoras Superiores - OLACEFS.
Organismo internacional, autónomo, independiente y apolítico.",OLACEFS_oficial,OLACEFS_oficial,https://pbs.twimg.com/profile_images/1103683184842194944/xZ4KQ10X_normal.png,circle,30.0,"<p><l>Username: <a href=https://twitter.com/OLACEFS_oficial>OLACEFS_oficial</a><br>Bio: Organización Latinoamericana y del Caribe de Entidades Fiscalizadoras Superiores - OLACEFS.
Organismo internacional, autónomo, independiente y apolítico.</p>",blue,,1.0,6.0
114,96735431,The African Development Bank Group works to reduce poverty and improve living conditions on the continent. RTs ≠ endorsements.,AfDB_Group,AfDB_Group,https://pbs.twimg.com/profile_images/1315989039342923778/5cJ-fhvP_normal.jpg,star,30.0,<p><l>Username: <a href=https://twitter.com/AfDB_Group>AfDB_Group</a><br>Bio: The African Development Bank Group works to reduce poverty and improve living conditions on the continent. RTs ≠ endorsements.</p>,blue,,1.0,6.0
115,242448965,"Cuenta oficial de Twitter de la Organización de los Estados Americanos (OEA) en español. For English follow @OAS_official, para português siga @OEA_BR",OEA_oficial,OEA_oficial,https://pbs.twimg.com/profile_images/1294026192174166016/Gf_g9QWA_normal.jpg,star,30.0,"<p><l>Username: <a href=https://twitter.com/OEA_oficial>OEA_oficial</a><br>Bio: Cuenta oficial de Twitter de la Organización de los Estados Americanos (OEA) en español. For English follow @OAS_official, para português siga @OEA_BR</p>",blue,,1.0,6.0
116,193095342,Comprometida con la igualdad. Actualmente Secretaria Ejecutiva de la Comisión Económica para América Latina y el Caribe (CEPAL). Cuenta personal,aliciabarcena,aliciabarcena,https://pbs.twimg.com/profile_images/730148913731256320/IXbvcPKr_normal.jpg,star,30.0,<p><l>Username: <a href=https://twitter.com/aliciabarcena>aliciabarcena</a><br>Bio: Comprometida con la igualdad. Actualmente Secretaria Ejecutiva de la Comisión Económica para América Latina y el Caribe (CEPAL). Cuenta personal</p>,blue,Central America Issue,1.0,6.0
117,2657079979,"Instituto público responsável pela promoção e desenvolvimento da modernização administrativa em 🇵🇹. Atua no atendimento, transformação digital e simplificação",ama_gov_pt,ama_gov_pt,https://pbs.twimg.com/profile_images/1214592588084326401/dGn6mVKB_normal.jpg,star,30.0,"<p><l>Username: <a href=https://twitter.com/ama_gov_pt>ama_gov_pt</a><br>Bio: Instituto público responsável pela promoção e desenvolvimento da modernização administrativa em 🇵🇹. Atua no atendimento, transformação digital e simplificação</p>",blue,,1.0,6.0
118,277858534,"Politóloga #fsoc Directora de Gobierno Abierto en @InnovacionAR. Mi Twitter, mi decisión.",cornejocaro,cornejocaro,https://pbs.twimg.com/profile_images/1180679071086338048/x_RJS0Bq_normal.jpg,star,30.0,"<p><l>Username: <a href=https://twitter.com/cornejocaro>cornejocaro</a><br>Bio: Politóloga #fsoc Directora de Gobierno Abierto en @InnovacionAR. Mi Twitter, mi decisión.</p>",blue,South America Issue,1.0,6.0
119,82607949,"A country’s natural resources belong to its citizens. The EITI is the global standard for the good governance of oil, gas and mineral resources. RT≠endorsement",EITIorg,EITIorg,https://pbs.twimg.com/profile_images/1132923215762862080/FBoM8Wuc_normal.png,star,30.0,"<p><l>Username: <a href=https://twitter.com/EITIorg>EITIorg</a><br>Bio: A country’s natural resources belong to its citizens. The EITI is the global standard for the good governance of oil, gas and mineral resources. RT≠endorsement</p>",blue,,1.0,6.0
120,197095948,Cuenta oficial de la Comisión Económica para América Latina y el Caribe.  Sigue @eclac_un en inglés. #igualdadALC #Horizontes2030,cepal_onu,cepal_onu,https://pbs.twimg.com/profile_images/1377266900393152514/PKEcPQcH_normal.jpg,circle,30.0,<p><l>Username: <a href=https://twitter.com/cepal_onu>cepal_onu</a><br>Bio: Cuenta oficial de la Comisión Económica para América Latina y el Caribe.  Sigue @eclac_un en inglés. #igualdadALC #Horizontes2030</p>,blue,Central America Issue,1.0,6.0
121,104177077,Instituto Nacional de las Mujeres.,inmujeres,inmujeres,https://pbs.twimg.com/profile_images/1337415204435415042/P7AtWkZH_normal.jpg,star,30.0,<p><l>Username: <a href=https://twitter.com/inmujeres>inmujeres</a><br>Bio: Instituto Nacional de las Mujeres.</p>,blue,,1.0,6.0
122,991724656821456896,Iniciativas de #GobiernoAbierto y Rendición de Cuentas de la Ciudad de Buenos Aires #DatosAbiertos #BAenOGP.,BAGobAbierto,BAGobAbierto,https://pbs.twimg.com/profile_images/1062349832776568833/aumOM6G__normal.jpg,star,30.0,<p><l>Username: <a href=https://twitter.com/BAGobAbierto>BAGobAbierto</a><br>Bio: Iniciativas de #GobiernoAbierto y Rendición de Cuentas de la Ciudad de Buenos Aires #DatosAbiertos #BAenOGP.</p>,blue,South America Issue,1.0,6.0
123,2786900559,Vice-President for Values and Transparency in the @EU_Commission. Account managed by me and my team.,VeraJourova,VeraJourova,https://pbs.twimg.com/profile_images/1376905040246538240/jrLAOVT8_normal.jpg,circle,30.0,<p><l>Username: <a href=https://twitter.com/VeraJourova>VeraJourova</a><br>Bio: Vice-President for Values and Transparency in the @EU_Commission. Account managed by me and my team.</p>,blue,,1.0,7.0
124,7403862,Digital minister. #FastFairFun #TaiwanCanHelp. */*,audreyt,audreyt,https://pbs.twimg.com/profile_images/1255143161153769472/omPzEibc_normal.jpg,star,30.0,<p><l>Username: <a href=https://twitter.com/audreyt>audreyt</a><br>Bio: Digital minister. #FastFairFun #TaiwanCanHelp. */*</p>,red,0,1.0,7.0
125,321575853,"78 national & 76 local governments, plus thousands of civil society groups, working to deliver the promise of democracy beyond the ballot box through #OpenGov.",opengovpart,opengovpart,https://pbs.twimg.com/profile_images/458729616702590976/1FHE7flf_normal.png,star,30.0,"<p><l>Username: <a href=https://twitter.com/opengovpart>opengovpart</a><br>Bio: 78 national & 76 local governments, plus thousands of civil society groups, working to deliver the promise of democracy beyond the ballot box through #OpenGov.</p>",blue,Aid Transparency,1.0,7.0
126,362343279,The International Institute for Democracy & Electoral Assistance is a global inter-governmental organization that supports sustainable #democracy worldwide,Int_IDEA,Int_IDEA,https://pbs.twimg.com/profile_images/956859742072311808/ItgnoJsr_normal.jpg,star,30.0,<p><l>Username: <a href=https://twitter.com/Int_IDEA>Int_IDEA</a><br>Bio: The International Institute for Democracy & Electoral Assistance is a global inter-governmental organization that supports sustainable #democracy worldwide</p>,blue,,1.0,7.0
127,731495372024074240,OpenGovernment - OpenData- OpenSource- Digital - Retweets or quotes are not endorsement -- Gouv Ouvert - DonnéesOuvertes - LogicielLibre - Numérique,MelRobrt,MelRobrt,https://pbs.twimg.com/profile_images/772786466166546432/3ssjYADL_normal.jpg,star,30.0,<p><l>Username: <a href=https://twitter.com/MelRobrt>MelRobrt</a><br>Bio: OpenGovernment - OpenData- OpenSource- Digital - Retweets or quotes are not endorsement -- Gouv Ouvert - DonnéesOuvertes - LogicielLibre - Numérique</p>,blue,,1.0,7.0
128,27860681,The official World Bank Twitter feed. The World Bank's mission is to end extreme poverty and promote shared prosperity.,WorldBank,WorldBank,https://pbs.twimg.com/profile_images/990966497131532288/41Ze74zF_normal.jpg,star,30.0,<p><l>Username: <a href=https://twitter.com/WorldBank>WorldBank</a><br>Bio: The official World Bank Twitter feed. The World Bank's mission is to end extreme poverty and promote shared prosperity.</p>,blue,World Bank,1.0,7.0
129,103874436,"Advancing the rule of law worldwide. Follow us for the latest WJP rule of law data, news, and announcements. (RTs are not endorsements.)",TheWJP,TheWJP,https://pbs.twimg.com/profile_images/875411999647121408/Wpcls_c__normal.jpg,circle,30.0,"<p><l>Username: <a href=https://twitter.com/TheWJP>TheWJP</a><br>Bio: Advancing the rule of law worldwide. Follow us for the latest WJP rule of law data, news, and announcements. (RTs are not endorsements.)</p>",blue,US Aid,1.0,7.0
130,1004159533,Policy Analyst @OECD coordinating work on #OpenGov | German Latinoamericanista living in Paris | #Democracy #Participation #Innovation | Views are my own,DavidGoessmann,DavidGoessmann,https://pbs.twimg.com/profile_images/1328356801109250050/YDc9SGpy_normal.jpg,star,30.0,<p><l>Username: <a href=https://twitter.com/DavidGoessmann>DavidGoessmann</a><br>Bio: Policy Analyst @OECD coordinating work on #OpenGov | German Latinoamericanista living in Paris | #Democracy #Participation #Innovation | Views are my own</p>,blue,,1.0,7.0
131,157981564,News and information from the European Commission. Social media and data protection policy: https://t.co/3fIsD1hPfD,EU_Commission,EU_Commission,https://pbs.twimg.com/profile_images/1394553652338171907/ay9ogs_n_normal.jpg,star,30.0,<p><l>Username: <a href=https://twitter.com/EU_Commission>EU_Commission</a><br>Bio: News and information from the European Commission. Social media and data protection policy: https://t.co/3fIsD1hPfD</p>,blue,,1.0,7.0
132,1254401304,"أنا أردنية 🇯🇴 حرة بنت أبوي، إرادتي قوية بحجم الكون ........ A free citizen who seeks integrity, liberty & justice ... #بنت_الجيش #الشفافية_الأردنية",HILDAAJELAT1,HILDAAJELAT1,https://pbs.twimg.com/profile_images/1381748784565215234/2pMXBAhF_normal.jpg,star,30.0,"<p><l>Username: <a href=https://twitter.com/HILDAAJELAT1>HILDAAJELAT1</a><br>Bio: أنا أردنية 🇯🇴 حرة بنت أبوي، إرادتي قوية بحجم الكون ........ A free citizen who seeks integrity, liberty & justice ... #بنت_الجيش #الشفافية_الأردنية</p>",blue,,1.0,7.0
133,3251759104,Collaborating with gov’ts & orgs to open up #data & respond effectively to policy challenges. We 💙  #datarights in #anticorruption #payequity #climateaction.,opendatacharter,opendatacharter,https://pbs.twimg.com/profile_images/1253825908374482946/IAt9qVja_normal.jpg,star,30.0,<p><l>Username: <a href=https://twitter.com/opendatacharter>opendatacharter</a><br>Bio: Collaborating with gov’ts & orgs to open up #data & respond effectively to policy challenges. We 💙  #datarights in #anticorruption #payequity #climateaction.</p>,blue,Aid Transparency,1.0,7.0
134,63127726,Founder and Director of @accountlab @integrityicon @icampuslib. Steering Committee of @opengovpart. Say hello!: blair@accountabilitylab.org,blairglencorse,blairglencorse,https://pbs.twimg.com/profile_images/567305384394645505/YDOIcDuj_normal.jpeg,star,30.0,<p><l>Username: <a href=https://twitter.com/blairglencorse>blairglencorse</a><br>Bio: Founder and Director of @accountlab @integrityicon @icampuslib. Steering Committee of @opengovpart. Say hello!: blair@accountabilitylab.org</p>,blue,,1.0,7.0
135,3374431174,The peer-to-peer learning platform for government. Find out what Apolitical is doing to address COVID-19 here: https://t.co/u6m2yKU4m8,apoliticalco,apoliticalco,https://pbs.twimg.com/profile_images/882230526337204224/ce-jbXa__normal.jpg,circle,30.0,<p><l>Username: <a href=https://twitter.com/apoliticalco>apoliticalco</a><br>Bio: The peer-to-peer learning platform for government. Find out what Apolitical is doing to address COVID-19 here: https://t.co/u6m2yKU4m8</p>,blue,,1.0,7.0
136,988518714,"ED @OpenContracting; chair @openownership; honoured to have been ED of @Global_Witness. Believer in better government, not bigger government. RT ≠ endorsement.",GavinHayman_GW,GavinHayman_GW,https://pbs.twimg.com/profile_images/904662786558578688/2D78TTXT_normal.jpg,star,30.0,"<p><l>Username: <a href=https://twitter.com/GavinHayman_GW>GavinHayman_GW</a><br>Bio: ED @OpenContracting; chair @openownership; honoured to have been ED of @Global_Witness. Believer in better government, not bigger government. RT ≠ endorsement.</p>",blue,Aid Transparency,1.0,7.0
137,2189742522,"Global alliance of civil society organisations & activists working to strengthen citizen action & civil society IG: @civicusalliance
Secretary General @lysajohn",CIVICUSalliance,CIVICUSalliance,https://pbs.twimg.com/profile_images/1341327737974370304/jffaOtBb_normal.jpg,star,30.0,"<p><l>Username: <a href=https://twitter.com/CIVICUSalliance>CIVICUSalliance</a><br>Bio: Global alliance of civil society organisations & activists working to strengthen citizen action & civil society IG: @civicusalliance
Secretary General @lysajohn</p>",blue,US Aid,1.0,7.0
138,268349503,"Government Digital Service (GDS) delivers platforms, products and services that help government to become joined-up, trusted and responsive to user needs.",GDSTeam,GDSTeam,https://pbs.twimg.com/profile_images/1326904967731572737/UPvRT0kS_normal.png,star,30.0,"<p><l>Username: <a href=https://twitter.com/GDSTeam>GDSTeam</a><br>Bio: Government Digital Service (GDS) delivers platforms, products and services that help government to become joined-up, trusted and responsive to user needs.</p>",blue,,1.0,7.0
139,25390350,"The Organisation for Economic Co-operation & Development promotes better #policies for #BetterLives around the world.
👉 Follow @A_Gurria ✍️ DMs open",OECD,OECD,https://pbs.twimg.com/profile_images/1336674338880319493/S0UMmjq4_normal.jpg,star,30.0,"<p><l>Username: <a href=https://twitter.com/OECD>OECD</a><br>Bio: The Organisation for Economic Co-operation & Development promotes better #policies for #BetterLives around the world.
👉 Follow @A_Gurria ✍️ DMs open</p>",blue,World Bank,1.0,7.0
140,30811020,Relentless seeker/enabler of agency & activism. SecGen: @CIVICUSalliance. Advisor: @SDGbenchmarks & @OpenGovPart. #PeoplePower #WomxnLeaders ✊ (she/they),lysajohn,lysajohn,https://pbs.twimg.com/profile_images/1268591891592941571/6CagG_j-_normal.jpg,star,30.0,<p><l>Username: <a href=https://twitter.com/lysajohn>lysajohn</a><br>Bio: Relentless seeker/enabler of agency & activism. SecGen: @CIVICUSalliance. Advisor: @SDGbenchmarks & @OpenGovPart. #PeoplePower #WomxnLeaders ✊ (she/they)</p>,blue,US Aid,1.0,7.0
141,317698531,"The African Peer Review Mechanism is a mutually agreed, self-monitoring instrument voluntarily acceded to by the Member States of the @_AfricanUnion (AU).",APRMorg,APRMorg,https://pbs.twimg.com/profile_images/1108712888699707393/OIc3Afsc_normal.png,star,30.0,"<p><l>Username: <a href=https://twitter.com/APRMorg>APRMorg</a><br>Bio: The African Peer Review Mechanism is a mutually agreed, self-monitoring instrument voluntarily acceded to by the Member States of the @_AfricanUnion (AU).</p>",blue,,1.0,7.0
142,15521401,"Although the wind

blows terribly here,

the moonlight also leaks

between the roof planks

of this ruined house. (Izumi Shikibu, circa 1008) // opinions: mine",DonRudi,DonRudi,https://pbs.twimg.com/profile_images/1322491636249710592/kTdgiuZM_normal.jpg,star,30.0,"<p><l>Username: <a href=https://twitter.com/DonRudi>DonRudi</a><br>Bio: Although the wind

blows terribly here,

the moonlight also leaks

between the roof planks

of this ruined house. (Izumi Shikibu, circa 1008) // opinions: mine</p>",blue,South America Issue,1.0,7.0
143,2802004432,Secretary-General of the #OECD working around the clock and around the globe to promote Better Policies for Better Lives. @OECD,A_Gurria,A_Gurria,https://pbs.twimg.com/profile_images/1342123257999319040/5heRSdwJ_normal.jpg,circle,30.0,<p><l>Username: <a href=https://twitter.com/A_Gurria>A_Gurria</a><br>Bio: Secretary-General of the #OECD working around the clock and around the globe to promote Better Policies for Better Lives. @OECD</p>,blue,,1.0,7.0
144,2278865772,Linking better policies with better lives,OECDgov,OECDgov,https://pbs.twimg.com/profile_images/1341327144505503745/uXQj6tJg_normal.jpg,circle,30.0,<p><l>Username: <a href=https://twitter.com/OECDgov>OECDgov</a><br>Bio: Linking better policies with better lives</p>,blue,,0.025718424873519864,7.0
145,932594367847682048,"Fighting inequality and injustice, working to accelerate the delivery of the SDG targets for peace, justice for all and inclusion (SDG16+). Hosted by @nyuCIC.",SDG16Plus,SDG16Plus,https://pbs.twimg.com/profile_images/932596028104159232/7KnwosBU_normal.jpg,circle,30.0,"<p><l>Username: <a href=https://twitter.com/SDG16Plus>SDG16Plus</a><br>Bio: Fighting inequality and injustice, working to accelerate the delivery of the SDG targets for peace, justice for all and inclusion (SDG16+). Hosted by @nyuCIC.</p>",blue,World Bank,1.0,7.0
146,246262362,"Driving better value from infrastructure, by increasing #transparency and #accountability in its delivery. 
Newsletter ➡️  https://t.co/IG0vtuQsdq",CoSTransparency,CoSTransparency,https://pbs.twimg.com/profile_images/1239336053/cost_box_normal.png,star,30.0,"<p><l>Username: <a href=https://twitter.com/CoSTransparency>CoSTransparency</a><br>Bio: Driving better value from infrastructure, by increasing #transparency and #accountability in its delivery. 
Newsletter ➡️  https://t.co/IG0vtuQsdq</p>",blue,Aid Transparency,1.0,7.0
147,710200852804456448,Commissioner for Neighbourhood and Enlargement,OliverVarhelyi,OliverVarhelyi,https://pbs.twimg.com/profile_images/1200828912105918464/kL-fMFTW_normal.jpg,circle,30.0,<p><l>Username: <a href=https://twitter.com/OliverVarhelyi>OliverVarhelyi</a><br>Bio: Commissioner for Neighbourhood and Enlargement</p>,blue,,1.0,8.0
148,2786900559,Vice-President for Values and Transparency in the @EU_Commission. Account managed by me and my team.,VeraJourova,VeraJourova,https://pbs.twimg.com/profile_images/1376905040246538240/jrLAOVT8_normal.jpg,circle,30.0,<p><l>Username: <a href=https://twitter.com/VeraJourova>VeraJourova</a><br>Bio: Vice-President for Values and Transparency in the @EU_Commission. Account managed by me and my team.</p>,blue,,1.0,8.0
149,22039274,"Wir arbeiten weltweit für eine lebenswerte Zukunft | We work to shape a future worth living around the world

Imprint & Netiquette: https://t.co/uvuIzbkQsj",giz_gmbh,giz_gmbh,https://pbs.twimg.com/profile_images/460711829543469056/as1qQajh_normal.jpeg,circle,30.0,"<p><l>Username: <a href=https://twitter.com/giz_gmbh>giz_gmbh</a><br>Bio: Wir arbeiten weltweit für eine lebenswerte Zukunft | We work to shape a future worth living around the world

Imprint & Netiquette: https://t.co/uvuIzbkQsj</p>",blue,,1.0,8.0
150,20596281,Working to end poverty for good. Transforming our world #By2030. Follow our Administrator @ASteiner & visit https://t.co/qSU0Gpllji for more,UNDP,UNDP,https://pbs.twimg.com/profile_images/1277602024092131329/bAUh3tJy_normal.jpg,star,30.0,<p><l>Username: <a href=https://twitter.com/UNDP>UNDP</a><br>Bio: Working to end poverty for good. Transforming our world #By2030. Follow our Administrator @ASteiner & visit https://t.co/qSU0Gpllji for more</p>,blue,World Bank,1.0,8.0
151,157981564,News and information from the European Commission. Social media and data protection policy: https://t.co/3fIsD1hPfD,EU_Commission,EU_Commission,https://pbs.twimg.com/profile_images/1394553652338171907/ay9ogs_n_normal.jpg,star,30.0,<p><l>Username: <a href=https://twitter.com/EU_Commission>EU_Commission</a><br>Bio: News and information from the European Commission. Social media and data protection policy: https://t.co/3fIsD1hPfD</p>,blue,,1.0,8.0
152,280976134,👋🏻We are the🇪🇺@EU_Commission's Directorate-General for Neighbourhood and Enlargement Negotiations🌍. Follow us for the latest news & updates!,eu_near,eu_near,https://pbs.twimg.com/profile_images/1333381230553935872/fbEiYl6E_normal.jpg,circle,30.0,<p><l>Username: <a href=https://twitter.com/eu_near>eu_near</a><br>Bio: 👋🏻We are the🇪🇺@EU_Commission's Directorate-General for Neighbourhood and Enlargement Negotiations🌍. Follow us for the latest news & updates!</p>,blue,,0.024332694745931763,8.0
153,36683668,"We provide development and humanitarian assistance, partnering with countries for a safer more prosperous world. Privacy: https://t.co/IfWuKNbmxK",USAID,USAID,https://pbs.twimg.com/profile_images/1385587604851105794/dfCgCN23_normal.jpg,star,30.0,"<p><l>Username: <a href=https://twitter.com/USAID>USAID</a><br>Bio: We provide development and humanitarian assistance, partnering with countries for a safer more prosperous world. Privacy: https://t.co/IfWuKNbmxK</p>",blue,US Aid,1.0,8.0
154,3000013528,"L'actualité d'Expertise France, l'agence publique 🇫🇷 de #coopération technique internationale. Pour un #MondeEnCommun.",expertisefrance,expertisefrance,https://pbs.twimg.com/profile_images/1359131073062572034/i69ax8tP_normal.png,star,30.0,"<p><l>Username: <a href=https://twitter.com/expertisefrance>expertisefrance</a><br>Bio: L'actualité d'Expertise France, l'agence publique 🇫🇷 de #coopération technique internationale. Pour un #MondeEnCommun.</p>",blue,,1.0,8.0
155,204698478,"#BuildTheFuture: Infrastructure, procurement and project management services for a sustainable world. ES: @UNOPS_es  | FR: @UNOPS_fr",UNOPS,UNOPS,https://pbs.twimg.com/profile_images/1337323900720570370/4QeTLKkl_normal.jpg,circle,30.0,"<p><l>Username: <a href=https://twitter.com/UNOPS>UNOPS</a><br>Bio: #BuildTheFuture: Infrastructure, procurement and project management services for a sustainable world. ES: @UNOPS_es  | FR: @UNOPS_fr</p>",blue,World Bank,1.0,8.0
156,321575853,"78 national & 76 local governments, plus thousands of civil society groups, working to deliver the promise of democracy beyond the ballot box through #OpenGov.",opengovpart,opengovpart,https://pbs.twimg.com/profile_images/458729616702590976/1FHE7flf_normal.png,star,30.0,"<p><l>Username: <a href=https://twitter.com/opengovpart>opengovpart</a><br>Bio: 78 national & 76 local governments, plus thousands of civil society groups, working to deliver the promise of democracy beyond the ballot box through #OpenGov.</p>",blue,Aid Transparency,1.0,8.0
157,7403862,Digital minister. #FastFairFun #TaiwanCanHelp. */*,audreyt,audreyt,https://pbs.twimg.com/profile_images/1255143161153769472/omPzEibc_normal.jpg,star,30.0,<p><l>Username: <a href=https://twitter.com/audreyt>audreyt</a><br>Bio: Digital minister. #FastFairFun #TaiwanCanHelp. */*</p>,red,0,1.0,8.0
158,27860681,The official World Bank Twitter feed. The World Bank's mission is to end extreme poverty and promote shared prosperity.,WorldBank,WorldBank,https://pbs.twimg.com/profile_images/990966497131532288/41Ze74zF_normal.jpg,star,30.0,<p><l>Username: <a href=https://twitter.com/WorldBank>WorldBank</a><br>Bio: The official World Bank Twitter feed. The World Bank's mission is to end extreme poverty and promote shared prosperity.</p>,blue,World Bank,1.0,8.0
159,214102420,#EaPCSF is a #civilsociety and people-to-people dimension of #EasternPartnership that strives to strengthen #civilsociety in the region. RT≠endorsement,eapcsf,eapcsf,https://pbs.twimg.com/profile_images/960830518890770432/8909Swgi_normal.jpg,star,30.0,<p><l>Username: <a href=https://twitter.com/eapcsf>eapcsf</a><br>Bio: #EaPCSF is a #civilsociety and people-to-people dimension of #EasternPartnership that strives to strengthen #civilsociety in the region. RT≠endorsement</p>,blue,,1.0,8.0
160,25390350,"The Organisation for Economic Co-operation & Development promotes better #policies for #BetterLives around the world.
👉 Follow @A_Gurria ✍️ DMs open",OECD,OECD,https://pbs.twimg.com/profile_images/1336674338880319493/S0UMmjq4_normal.jpg,star,30.0,"<p><l>Username: <a href=https://twitter.com/OECD>OECD</a><br>Bio: The Organisation for Economic Co-operation & Development promotes better #policies for #BetterLives around the world.
👉 Follow @A_Gurria ✍️ DMs open</p>",blue,World Bank,1.0,8.0
161,343890284,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ) - EINEWELT Unsere Verantwortung.,BMZ_Bund,BMZ_Bund,https://pbs.twimg.com/profile_images/884754616029777920/YrtUPQ7g_normal.jpg,star,30.0,<p><l>Username: <a href=https://twitter.com/BMZ_Bund>BMZ_Bund</a><br>Bio: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ) - EINEWELT Unsere Verantwortung.</p>,blue,,1.0,8.0
162,378231701,"Deputy Director General at DG Neighbourhood and Enlargement Negotiations (DG NEAR), European Commission",kmathernova,kmathernova,https://pbs.twimg.com/profile_images/851785042779152385/CuMpjBSe_normal.jpg,circle,30.0,"<p><l>Username: <a href=https://twitter.com/kmathernova>kmathernova</a><br>Bio: Deputy Director General at DG Neighbourhood and Enlargement Negotiations (DG NEAR), European Commission</p>",blue,,1.0,8.0
163,1690612736,"EPD is the leading European #Democracy support network, advocating for #RuleOfLaw #HumanRights #GoodGovernance and #Participation.",EPDeu,EPDeu,https://pbs.twimg.com/profile_images/992410993153183744/34MWg7Wl_normal.jpg,circle,30.0,"<p><l>Username: <a href=https://twitter.com/EPDeu>EPDeu</a><br>Bio: EPD is the leading European #Democracy support network, advocating for #RuleOfLaw #HumanRights #GoodGovernance and #Participation.</p>",blue,,1.0,8.0
164,7403862,Digital minister. #FastFairFun #TaiwanCanHelp. */*,audreyt,audreyt,https://pbs.twimg.com/profile_images/1255143161153769472/omPzEibc_normal.jpg,star,30.0,<p><l>Username: <a href=https://twitter.com/audreyt>audreyt</a><br>Bio: Digital minister. #FastFairFun #TaiwanCanHelp. */*</p>,red,0,1.0,9.0
165,1008788346,Cuenta oficial de la Dirección Nacional de Contrataciones Públicas de la República del Paraguay.,dncp_py,dncp_py,https://pbs.twimg.com/profile_images/1235260410972037120/41B5wxHp_normal.jpg,star,30.0,<p><l>Username: <a href=https://twitter.com/dncp_py>dncp_py</a><br>Bio: Cuenta oficial de la Dirección Nacional de Contrataciones Públicas de la República del Paraguay.</p>,blue,,1.0,9.0
166,1199987858,@WorldBank Managing Director of Development Policy and Partnerships,Mari_Pangestu,Mari_Pangestu,https://pbs.twimg.com/profile_images/1327821514092244992/bw-q-WJG_normal.jpg,star,30.0,<p><l>Username: <a href=https://twitter.com/Mari_Pangestu>Mari_Pangestu</a><br>Bio: @WorldBank Managing Director of Development Policy and Partnerships</p>,blue,,1.0,9.0
167,321575853,"78 national & 76 local governments, plus thousands of civil society groups, working to deliver the promise of democracy beyond the ballot box through #OpenGov.",opengovpart,opengovpart,https://pbs.twimg.com/profile_images/458729616702590976/1FHE7flf_normal.png,star,30.0,"<p><l>Username: <a href=https://twitter.com/opengovpart>opengovpart</a><br>Bio: 78 national & 76 local governments, plus thousands of civil society groups, working to deliver the promise of democracy beyond the ballot box through #OpenGov.</p>",blue,Aid Transparency,1.0,9.0
168,188368109,The IACC is the world's biggest forum for tackling corruption.  The #IACC2020 took place virtually from 30 November to 5 December 2020.,IACCseries,IACCseries,https://pbs.twimg.com/profile_images/1243196998225997829/vED7xmwh_normal.png,circle,30.0,<p><l>Username: <a href=https://twitter.com/IACCseries>IACCseries</a><br>Bio: The IACC is the world's biggest forum for tackling corruption.  The #IACC2020 took place virtually from 30 November to 5 December 2020.</p>,blue,,1.0,9.0
169,796008597268418560,Over 100 countries have committed to beneficial ownership transparency. Find out more: https://t.co/vY5yqWYRci,OpenOwnership,OpenOwnership,https://pbs.twimg.com/profile_images/1283315861516890122/Q-EDu2Qm_normal.jpg,star,30.0,<p><l>Username: <a href=https://twitter.com/OpenOwnership>OpenOwnership</a><br>Bio: Over 100 countries have committed to beneficial ownership transparency. Find out more: https://t.co/vY5yqWYRci</p>,blue,Aid Transparency,1.0,9.0
170,18804414,Presidenta Costa Rica 2010-2014 Catedrática @usponline Fellow @GUPolitics Miembro de @Olympics @CLUBdeMADRID @The_Dialogue @SheWorksCloud @ConcordiaSummit,Laura_Ch,Laura_Ch,https://pbs.twimg.com/profile_images/1119789208632274946/7wRKONEJ_normal.jpg,circle,30.0,<p><l>Username: <a href=https://twitter.com/Laura_Ch>Laura_Ch</a><br>Bio: Presidenta Costa Rica 2010-2014 Catedrática @usponline Fellow @GUPolitics Miembro de @Olympics @CLUBdeMADRID @The_Dialogue @SheWorksCloud @ConcordiaSummit</p>,blue,,1.0,9.0
