id,gp,sn,img_url,desc,is_tw,is_target
5878332,Aid_Transparency,timdavies,https://pbs.twimg.com/profile_images/517015811890761728/ePh17xSW_normal.png,"Director @databarometer. Researcher/facilitator of work on #opengov, #opendata & #dataStandards. #Infrastructuralist. Co-editor @stateOfOpenData. he/him",0,0
242488617,Gov_Transformation,edtparkes,https://pbs.twimg.com/profile_images/1119861970193342464/W9HF_Aqo_normal.jpg,"Director @emergingfield | Innovation, data, projects, research | Public and social sector",0,0
121413335,Aid_Transparency,martintisne,https://pbs.twimg.com/profile_images/1299467068589342720/aSDM8hfR_normal.jpg,"Managing Director @luminategroup. Co-founder @opengovpart, @opendatacharter @aidtransparency. Member UK AI Council, board member @ODIHQ. Often 🏊",0,0
1009753502,Gov_Transformation,maltbyps,https://pbs.twimg.com/profile_images/810781157486919680/-yVc3RZP_normal.jpg,"Chief Digital Officer, Ministry for Housing, Communities & Local Government, UK https://t.co/Aebbs0VHxQ",0,0
39713727,Gov_Transformation,DirDigEng,https://pbs.twimg.com/profile_images/532916038149480448/Mym3zCTI_normal.jpeg,"Andrew Stott was on the UK Transparency Board & the UK Gov first Director of Transparency & Digital Engagement. Tweets here on data, IT & new media are his own.",0,0
15056816,Gov_Transformation,Rchards,https://pbs.twimg.com/profile_images/849315681799725056/G2n8nWFw_normal.jpg,"Helping government and society better harness technology and open leadership. CEO of @oxfordinsights, board of @OpenNorth, chair of @opendatacharter",0,0
17053097,Gov_Transformation,hadleybeeman,https://pbs.twimg.com/profile_images/1689768600/IMG_2849d_headshot_786x786_normal.jpg,"Architect for #openstandards & the Web. Advisor on tech policy. Co-founder of @300_Seconds. Data & security geek. Active in NHS, UK gov and W3C; views mine.",0,0
622376253,Aid_Transparency,OpenGovHub,https://pbs.twimg.com/profile_images/1016778670055264257/6VzbcskR_normal.jpg,"We are a dynamic meeting place that brings together organizations, ideas, and resources to open up governments and empower citizens worldwide.",0,0
3042445625,Aid_Transparency,fiona_ph_smith,https://pbs.twimg.com/profile_images/758088143211995136/pQVjPbkZ_normal.jpg,"Global development, transparency + accountability, data ethics, gigging, photography, quokkas. Alumnus of @ODIHQ, @worldvision & MPP @UniofOxford",0,0
14727078,Environment,JeniT,https://pbs.twimg.com/profile_images/1035175023437336576/PlWu55Xt_normal.jpg,"VP ODI, co-chair DGWG @ GPAI, GPSDD, OCP, exAda, ODBG, CSVW, exW3C TAG, exODUG, exOSB, LOD, PSI, XML, XSLT, XProc, EXSLT, LMNL, DTLL, OBE, mum, geek, she/her",0,0
15629195,Aid_Transparency,ddie,https://pbs.twimg.com/profile_images/1330509343704408070/NpDk3il4_normal.jpg,"Critical optimist interested in the intersection of governance, civics & social justice #opengov #accountability #civics #commons - proud founder @okfde",0,0
12177772,Gov_Transformation,johnlsheridan,https://pbs.twimg.com/profile_images/669640125081632768/c6jqu46E_normal.jpg,"Civil Servant (digital bod @uknatarchives). I love Bach's music. I talk about work related topics, mostly data. Views here are my own, not those of my employer.",0,0
14360501,Gov_Transformation,nickmhalliday,https://pbs.twimg.com/profile_images/1016320953066971139/R91yNFgY_normal.jpg,"History tutor, ancient and modern.",0,0
773498743,Aid_Transparency,rachelerank,https://pbs.twimg.com/profile_images/1241320932075081731/qC2G8vVV_normal.jpg,"Trustee @mySociety. Consulting @wethecatalysts. Started @360Giving. Data, transparency & FoI. And London cycling. Views mine (except when they're stolen).",0,0
3251759104,Aid_Transparency,opendatacharter,https://pbs.twimg.com/profile_images/1253825908374482946/IAt9qVja_normal.jpg,Collaborating with gov’ts & orgs to open up #data & respond effectively to policy challenges. We 💙  #datarights in #anticorruption #payequity #climateaction.,0,0
19700634,Environment,DJSoup,https://pbs.twimg.com/profile_images/881252836/paper_head_normal.jpg,Documenting open data.,0,0
2826505214,Aid_Transparency,OpenGovUK,https://pbs.twimg.com/profile_images/600332267152629760/YJNE8aLx_normal.jpg,"Coalition of citizens & civil society organisations working for transparency, citizen participation & accountability in government",0,0
369038524,Aid_Transparency,anabmap,https://pbs.twimg.com/profile_images/1339249677678518272/h6ZVJSXb_normal.jpg,"Political economy, tech funding, data governance. And yes, AI. @jwmcconnell Professor of Practice @criemcirm. Previously @webfoundation. She/her",0,0
50316564,Aid_Transparency,KaterynaOn,https://pbs.twimg.com/profile_images/891245054110683137/wNh5SMJk_normal.jpg,"Open Data Team Lead in Ukraine @EFNetwork. Previously glob dev @odihq.  Love all about open data, innovation and transparency",0,0
154561844,Aid_Transparency,andrew_c_clarke,https://pbs.twimg.com/profile_images/1367428653051760641/uIGP8fCJ_normal.jpg,@LuminateGroup. Financial transparency & Manchester ethical tech. Ex-@aidtransparency. Love a map. Hills complete me. #blacklivesmatter 🏳️‍🌈,0,0
502251829,Aid_Transparency,opencontracting,https://pbs.twimg.com/profile_images/1134427806413103104/TyoA_8V-_normal.png,"Transforming public contracting so it is open-by-design, fair and efficient. For updates on our data standard, follow @ocdata. #opencontracting",0,0
317144532,Aid_Transparency,Morchickit,https://pbs.twimg.com/profile_images/1109018737485717505/VaBI20KB_normal.jpg,"Data geek, feminist, all things open. Co-founder @openheroines.",0,0
137644297,Journalism,calldritt,https://pbs.twimg.com/profile_images/1189138620961247233/nAag91c8_normal.jpg,"Director, Centre for Progressive Policy @CentreProPolicy, new mum, running and cycling enthusiast, formerly @RSA_PSC @cabinetofficeuk",0,0
1060653216,Gov_Transformation,EddieACopeland,https://pbs.twimg.com/profile_images/1323682429798932482/jIQBFsJX_normal.jpg,Director of London Office of Technology & Innovation @LOTI_LDN. Member @MayorofLondon's #SmartLondonBoard. Advisory Panel @cdps_wales. Formerly @nesta_uk.,0,0
730354615716175872,Data_Ethics,Reema__Patel,https://pbs.twimg.com/profile_images/1255199018080260098/3fxWu6UE_normal.jpg,"Building a deliberative, more democratic system. Facilitator, runner, cricketer. 

Associate Director @AdaLovelaceInst.

She/her",0,0
80862758,Journalism,FullFact,https://pbs.twimg.com/profile_images/1313038249431109632/13OXeo3v_normal.png,The UK's independent fact checking charity. Subscribe to our newsletter: https://t.co/rtsF5xakhO | Donate: https://t.co/diqgZ0DP1m | Our funding: https://t.co/vsqtoMJyI1,0,0
3110800479,Journalism,HeywoodFndation,https://pbs.twimg.com/profile_images/580438012984737792/o9Y32oOc_normal.jpg,"In memory of Jeremy Heywood, we support charitable causes close to his heart: the promotion of diversity & innovation in the civil service and UK public service",0,0
64679759,Journalism,NeilDotObrien,https://pbs.twimg.com/profile_images/1219578422621548544/aHpq_-_6_normal.jpg,"MP for Harborough, Oadby & Wigston

Email: neil.obrien.mp@parliament.uk

For constituency issues please email rather than tweet",0,0
22239898,Journalism,Marthalanefox,https://pbs.twimg.com/profile_images/1192788612758286337/zu05B5G4_normal.jpg,Chair @HLCOVID19com + @wetransfer Director @peers4planet @twitter @chanel @queenscomtrust crossbench @ukhouseoflords Chancellor @openuniversity,0,0
68377720,Journalism,resfoundation,https://pbs.twimg.com/profile_images/1170935918536069121/PLpgKx4c_normal.jpg,Resolution Foundation is a think tank working to improve the lives of people on low to middle incomes,0,0
309581287,Journalism,RichRJohnstone,https://pbs.twimg.com/profile_images/851421969509646336/yXHlvtAD_normal.jpg,"Acting editor @CSWnews, occasional Tottenham pub quiz host. Glaswegian. It’ll be mostly Whitehall news, politics and policy, with the usual caveats.",0,0
74692745,Journalism,benatipsosmori,https://pbs.twimg.com/profile_images/1325334250133082112/ogSAHmRu_normal.jpg,"Chief Executive of  Ipsos MORI, Visiting Professor at Kings College, London
 “All that remains of us is love"" 
Insta: https://t.co/rLEckb4REK #mrx",0,0
103012926,Journalism,reformthinktank,https://pbs.twimg.com/profile_images/740204784/ReformTwitterLogo_normal.gif,"Reform is an independent, non-party think tank. Our mission is to set out ideas that will improve public services for all and deliver value for money.",0,0
21658656,Journalism,camdentheo,https://pbs.twimg.com/profile_images/856442994475626496/8ZEyZw6r_normal.jpg,Surrey Hills. Former Camden cllr. Right more than twice a day. Personal acc.🇪🇺🇺🇸,0,0
19019932,Journalism,ruthkeeling,https://pbs.twimg.com/profile_images/1395620268/truck_normal.jpg,Data strategy @NHSX // Board @lordshiphub //  Formerly https://t.co/AwfwzVLDdg @MHCLG @ServiceReform @lgcplus @CSWnews @TheOxfordMail,0,0
181606808,Journalism,GavinFreeguard,https://pbs.twimg.com/profile_images/1073248686396895232/ZtGXBGPs_normal.jpg,"Freelance. Get in touch!

Currently working for @instituteforgov, @AdaLovelaceInst, @ODIHQ, @imperial_forum.

Also @WarningGraphicC, @OpenGovUK, @TheOrwellPrize",0,0
493917908,Journalism,DanRCorry,https://pbs.twimg.com/profile_images/1830995104/Dan_Corry_new1_normal.jpg,Chief exec of think tank and consultancy NPC  @NPCthinks; economist and public policy geek. All tweets in personal capacity,0,0
14091176,Gov_Transformation,jdforrester,https://pbs.twimg.com/profile_images/712796021676376064/l3i_PKrt_normal.jpg,"Coder, before a product manager, @Wikimedia, now on Abstract Wikipedia; ex-UK Civil Servant, @DataGovUK et al.; political geek; comments are my own. He/him/his.",0,0
154073751,Journalism,CentreforCities,https://pbs.twimg.com/profile_images/1215661651967512576/NHxuFO16_normal.jpg,The Centre for Cities is an independent think tank dedicated to helping the UK's largest cities and towns improve.,0,0
273956196,Journalism,centreforlondon,https://pbs.twimg.com/profile_images/917483821523718146/tB2bns0k_normal.jpg,We are the capital's dedicated think tank. We publish research. We hold events. We collaborate and influence. Have your say in London's future 💬⬇️,0,0
122662012,Journalism,WeAreBrightBlue,https://pbs.twimg.com/profile_images/1277978489207967748/FJRPX8C4_normal.jpg,Bright Blue is the independent think tank and pressure group for liberal conservatism.,0,0
517821944,Journalism,JaneDudman1,https://pbs.twimg.com/profile_images/1068173595376001024/VebQ0ZGJ_normal.jpg,"Freelance journalist, event chair and consultant on public services and leadership. Former public leadership editor for the Guardian.",0,0
25734012,Journalism,kittyvonbertele,https://pbs.twimg.com/profile_images/1091296393170427904/-E52Hs2P_normal.jpg,"Funding & advocating data rights, independent media & civic empowerment in 🇬🇧 🇩🇪 🇫🇷 @luminategroup",0,0
1006166382,Journalism,involveUK,https://pbs.twimg.com/profile_images/999653235001470976/fhhqYcL0_normal.jpg,"The UK's public participation charity. We work to create a healthier & more vibrant democracy, with people at the heart of decision-making",0,0
15143541,Journalism,FactCheck,https://pbs.twimg.com/profile_images/1193874130975805442/ODAsajQM_normal.png,Testing the claims of people in power. For more news follow @Channel4News,0,0
525495167,Environment,odugUK,https://pbs.twimg.com/profile_images/1908650548/odugUK_normal.jpg,Open Data User Group will gather views of government open data users/re-users to influence data releases for free.,0,0
19825835,Journalism,MattHancock,https://pbs.twimg.com/profile_images/1311368965160136704/ypBTtBpn_normal.jpg,Secretary of State for Health & Social Care and MP for West Suffolk,0,0
155576163,Journalism,HeritageFundUK,https://pbs.twimg.com/profile_images/1326804349834637317/teKW0u7A_normal.jpg,"We are the #NationalLotteryHeritageFund. Using National Lottery funding we inspire, lead & resource the UK’s heritage.",0,0
7847192,Journalism,EdConwaySky,https://pbs.twimg.com/profile_images/509109353794658304/8nhFNZrb_normal.jpeg,Numbers guy. Likes charts. Occasionally spotted on @SkyNews & @TheTimes. Books: https://t.co/NLlq0OMlqg DMs open. Email: ed.conway@sky.uk,0,0
1060577549384851457,Data_Ethics,CDEIUK,https://pbs.twimg.com/profile_images/1277890570262888448/RZTMxU4u_normal.jpg,"Advising the UK Government on the ethical challenges & opportunities of AI & data-driven technology 

Read our blog here: https://t.co/jZ5U9TZQS5",0,0
22146373,Journalism,SamCoatesSky,https://pbs.twimg.com/profile_images/1142190975009382400/iboEO4J5_normal.jpg,"Sam Coates, Deputy Political Editor, Sky News

Sky News is free in all UK homes on channels 501 (Sky); 233 (Freeview); 202 (Freesat); 602 (Virgin)",0,0
18448883,Journalism,DCMS,https://pbs.twimg.com/profile_images/1326672234254110722/aW3-PbBb_normal.jpg,"UK Government Department for Digital, Culture, Media and Sport (DCMS). Blog: https://t.co/FuaY8JibQR Facebook: https://t.co/jsRMgvChpO",0,0
2182865641,Journalism,DanielKorski,https://pbs.twimg.com/profile_images/878002589920579584/oKKotgHY_normal.jpg,"Ex-politico, entrepreneur, CEO and Co-founder of PUBLIC, Chair of https://t.co/EpfZraVDAr Get in touch: daniel@public.io or via https://t.co/8Kr4sqkCr3 RT not an endorsement",0,0
28830376,Journalism,ofgem,https://pbs.twimg.com/profile_images/1278227568471277579/uR4IK4Ya_normal.png,"Britain’s independent energy regulator, protecting consumers by working to deliver a greener, fairer energy system. Our comment policy: https://t.co/PsrnuN0XCY",0,0
20058335,Journalism,fsb_policy,https://pbs.twimg.com/profile_images/1290966952601624581/TZzfN3is_normal.jpg,The official Twitter feed of the Federation of Small Businesses (FSB) UK. Follow @FSB_Voice and our region and nation Twitter accounts too. Instagram: fsb_uk.,0,0
138075752,Journalism,instituteforgov,https://pbs.twimg.com/profile_images/1172152364830285825/U79n4Wbt_normal.png,The leading think tank working to make government more effective.,0,0
14157134,Journalism,Peston,https://pbs.twimg.com/profile_images/1180055085801443329/JAUJWMmN_normal.jpg,"ITV (pol ed), Speakers for Schools (founder), writer (WTF), Hospice UK (vice pres), Arsenal (East Stand), Peston (as in #Peston show, 10.45pm Weds). So?",0,0
45530706,Journalism,ACS_LocalShops,https://pbs.twimg.com/profile_images/1113372706265882625/Na6elGPd_normal.png,"Trade association representing 33,500 local shops on high streets and rural communities.

Book your place at Summit21: https://t.co/NuL5TRsVRp",0,0
55253731,Journalism,SamGyimah,https://pbs.twimg.com/profile_images/1263197963217776643/N2rpEE-r_normal.jpg,"Board Director, Oxford University Innovation. Former Minister for Universities & Science. Sustainability and Innovation. Views my own.",0,0
22506791,Journalism,POST_UK,https://pbs.twimg.com/profile_images/1278258139771604992/176myrn6_normal.png,"The Parliamentary Office of Science & Technology publishes impartial, balanced and peer-reviewed briefings that make research evidence accessible to Parliament.",0,0
1172535926209298432,Journalism,OliverDowden,https://pbs.twimg.com/profile_images/1376610642975727616/rZ3L2bQx_normal.jpg,Secretary of State for @DCMS. Member of Parliament for Hertsmere.,0,0
25984418,Journalism,bbcnickrobinson,https://pbs.twimg.com/profile_images/870258194198802432/c-6Cegbb_normal.jpg,"Presenter, Today & Political Thinking, BBC Radio 4. Former BBC/ITV Political Editor. Author, Election Notebook & Live from Downing Street",0,0
109221109,Journalism,oliver_wright,https://pbs.twimg.com/profile_images/1244167843/oli_new_normal.jpg,Policy Editor of The Times,0,0
611793907,Journalism,Justine_Roberts,https://pbs.twimg.com/profile_images/537380859368570880/F1GYRePO_normal.jpeg,"CEO and Founder Mumsnet & Gransnet
LFC fan
Instagram: Justineroberts39 (also my age)",0,0
61183568,Journalism,bbclaurak,https://pbs.twimg.com/profile_images/723072389534371840/3AhowpH3_normal.jpg,"Watch https://t.co/UZszWzvN0J 
Listen https://t.co/ml9Nn2voUw
https://t.co/z2WlyNKXUb",0,0
804312326077878273,Journalism,FCC_UK,https://pbs.twimg.com/profile_images/1279081797859639299/qtLNd1JR_normal.jpg,An independent #charity shaping the future of #health & #SocialCare through #research & #policy insights & by connecting policy-makers & practitioners 💡🔍📈,0,0
40010267,Journalism,CBItweets,https://pbs.twimg.com/profile_images/1288797677845647362/Kz6FUoqf_normal.jpg,"Follow to be the first to get business thinking, economic data & policy reaction from the voice of UK enterprise. Director-General @tonydanker",0,0
56386566,Journalism,britishchambers,https://pbs.twimg.com/profile_images/1278230204171857921/jIz2NSjV_normal.png,"The British Chambers of Commerce represents & campaigns for business, championing & supporting our members all across the UK & around the world.",0,0
16193219,Gov_Transformation,liammax,https://pbs.twimg.com/profile_images/1207614929274114049/EOPA71vC_normal.jpg,Mostly about using tech as catalyst for better public services. How to beat the Department of No.,0,0
22776133,Journalism,christopherhope,https://pbs.twimg.com/profile_images/1367496806565875738/Z2ESogbB_normal.jpg,"Chief Political Correspondent and Assistant Editor, Daily Telegraph; Presenter, Chopper's Politics https://t.co/cdu1ThCG7f and BBC Radio 4's Week in Westminster",0,0
2384071,Journalism,timoreilly,https://pbs.twimg.com/profile_images/1245847410326114304/BhOiC4LA_normal.jpg,"Founder and CEO, O'Reilly Media. Watching the alpha geeks, sharing their stories, helping the future unfold.",0,0
14984090,Journalism,radar,https://pbs.twimg.com/profile_images/1138162810104549376/ufyjb_7D_normal.png,O'Reilly Media's group blog about emerging technologies. Twitter feed managed by @JennWebb.,0,0
5763262,Journalism,karaswisher,https://pbs.twimg.com/profile_images/1361540216083935232/angUpfm5_normal.jpg,Chitty-chatter. Subscribe to Sway: https://t.co/WWTJRIz8Yc and to the Pivot podcast: https://t.co/veEHiNbPrd…,0,0
1175221,Journalism,digiphile,https://pbs.twimg.com/profile_images/1316484998862721024/6010mrA7_normal.jpg,"Dad, cyclist, chef | Director, @DigitalDemocrcy | Editor @ePluribusUnum | @OpenGov advocate | @Epicureanist | @CivicTexts: https://t.co/i7JGSSoJWt |📲4108499808",0,0
513498057,Gov_Transformation,L12_W,https://pbs.twimg.com/profile_images/1137319445108613120/JU6dGWg9_normal.jpg,CEO @FutureDotNowUK | Chair @GoodThingsFdn I Social Mobility Commissioner @UKGOV I Trustee @LTmuseum I Top 30 most influential women UK tech 2020 | Views own.,0,0
35761970,Gov_Transformation,RCNeaman,https://pbs.twimg.com/profile_images/1207014468783411202/5C_7l8hX_normal.jpg,NED @_Checkit @the_panoply | Governor @BirkbeckUoL | Board @CfSocialScience @DigiLeaders @DHealthLDN | business advisor & mentor | #digital #leadership #FRSA,0,0
1181539812739866624,Gov_Transformation,futuredotnowuk,https://pbs.twimg.com/profile_images/1324697429636227072/3aHfY931_normal.jpg,"#FutureDotNow aims to accelerate the UK’s digital skills, at scale | #PledgeDotNow Drop us a line at hello@futuredotnow.uk to get the conversation started",0,0
1029695930608611328,Data_Ethics,turinghut23,https://pbs.twimg.com/profile_images/1278614021378367488/ZEsYebmf_normal.jpg,"We are research software engineers and data scientists connecting research to applications at @turinginst, UK's national institute for data science and AI",0,0
30799501,Data_Ethics,martinoreilly,https://pbs.twimg.com/profile_images/849052808355729408/Obbgl9EW_normal.jpg,Director of Research Engineering @turinginst. Turning research into practice with @turinghut23. He/him.,0,0
3697013177,Data_Ethics,turinginst,https://pbs.twimg.com/profile_images/1278336633587355649/4DNRTJkL_normal.jpg,"We are The Alan Turing Institute, the UK’s national institute for data science and artificial intelligence.",0,0
29753422,Aid_Transparency,naticarfi,https://pbs.twimg.com/profile_images/584818128233877506/pmex7Bl__normal.jpg,Deputy Director at @opendatacharter - Ex POC de @modernizacionAR - #GobiernoAbierto #datosabiertos y RiverPlate- comments here are my own,0,0
2871402869,Aid_Transparency,opendatacon,https://pbs.twimg.com/profile_images/1196556447565283328/1syMQPfb_normal.jpg,"The 6th International Open Data Conference will be held November 18-20, 2020 in Nairobi, Kenya. #IODC2020",0,0
268622182,Aid_Transparency,florserale,https://pbs.twimg.com/profile_images/1167524459043008514/Q0oTB0-U_normal.jpg,"Consultant @ODIHQ / @opendatacharter IWG co-chair / Beatles, fotos, comunidades/ alergia al tecnosolucionismo/",0,0
15521401,Aid_Transparency,DonRudi,https://pbs.twimg.com/profile_images/1322491636249710592/kTdgiuZM_normal.jpg,"Although the wind

blows terribly here,

the moonlight also leaks

between the roof planks

of this ruined house. (Izumi Shikibu, circa 1008) // opinions: mine",0,0
71559612,Aid_Transparency,CarlaBonina,https://pbs.twimg.com/profile_images/531665402/Flakes_Agosto-12_normal.jpg,Academic and strategy advisor on digital innovation & #susty development #Latam expert; Member @SurreyCode #OpenData freak. Video: https://t.co/NAdmWfWmJT,0,0
321575853,Aid_Transparency,opengovpart,https://pbs.twimg.com/profile_images/458729616702590976/1FHE7flf_normal.png,"78 national & a growing number of local governments, plus thousands of civil society groups, working to deliver the promise of democracy beyond the ballot box.",0,0
863603622,Aid_Transparency,od4_d,https://pbs.twimg.com/profile_images/3475693515/c3562f3a9794d9bdf595c7cf74d7a511_normal.jpeg,"Advancing open data innovation for development around the world, work by @IDRC_CRDI @idatosabiertos @okfn @ODIHQ @WebFoundation (and more beyond twitter)",0,0
49273283,Environment,AineMcGuire,https://pbs.twimg.com/profile_images/745852892817522688/p307qTXU_normal.jpg,"Irish woman who cares about, business, economics & music! Wants to understand the world of data, neural nets & other tech stuff!",0,0
54181373,Environment,CountCulture,https://pbs.twimg.com/profile_images/1599113719/Chris_Taggart_square_photo_by_paul_clarke_normal.jpg,CEO & Co-founder of @OpenCorporates: The Largest Open Database of Companies In The World,0,0
54587658,Environment,sensiblecodeio,https://pbs.twimg.com/profile_images/762774765643923456/Ul4GCtGw_normal.jpg,We make @cantabular1; Real-time data dissemination with powerful privacy protection & @pdftables; Accurately convert PDF to Excel. (Previously @ScraperWiki),0,0
3361219137,Environment,DefraData,https://pbs.twimg.com/profile_images/941680901020438530/SfCUai-a_normal.jpg,Tweets about @DefraGovUK's Data & Information! Tweets by ^Andrew @andnewman .,0,0
4829378997,Environment,ODIBristol,https://pbs.twimg.com/profile_images/773447655460630528/2Fm9ZZf5_normal.jpg,Open Data Institute Node for Bristol. Championing Open Data in the South West.,0,0
450504930,Environment,drsiant,https://pbs.twimg.com/profile_images/1191098170685771777/lrsble_8_normal.jpg,"Mum of 3, Chief Data Officer, Department for International Trade.  Keen (if slow) runner (#RebelRunners) and #Athletics Official #Medway&Maidstone #Kent",0,0
1125389870,Environment,ODILabs,https://pbs.twimg.com/profile_images/559689547290669056/hqg_OAqG_normal.png,"Technology research, prototyping, experiments and data tools at @ODIHQ. The artist(s) formerly known as Labs.",0,0
4156728959,Environment,ODIBirmingham,https://pbs.twimg.com/profile_images/664076737442136064/1O3N6k5B_normal.png,Open Data Institute Node - Birmingham #ODIBirmingham; talk to us about #opendata; tweets by @paulineroche,0,0
722081035165544449,Environment,ODICardiff,https://pbs.twimg.com/profile_images/722081419204435968/qAQhv2y-_normal.jpg,Open Data Institute (@ODIHQ) community node for Cardiff. Growing the #opendata network and community in Wales.,0,0
3956620576,Environment,getthedatacom,https://pbs.twimg.com/profile_images/795283796572651520/iblbeWTD_normal.jpg,We organise open data by location and signpost the source.,0,0
420647531,Environment,MrMikeRose,https://pbs.twimg.com/profile_images/1175110677305995264/O-cGX-3K_normal.jpg,"Data Sharing = Culture Change You may know me from @odihq, @defradata, @dataenvagency, the face of @BathTouch. I am #type1.",0,0
17037560,Environment,andnewman,https://pbs.twimg.com/profile_images/1377215195991453699/Cd7vLADO_normal.jpg,"Data leader @DefraGovUK. Interested in: geospatial, open data & metadata, teams, communities and change. Husband & dad. Slightly epileptic.",0,0
116220384,Environment,ndajz,https://pbs.twimg.com/profile_images/1363053151214047233/PRcIA62W_normal.jpg,"Mondegreens. Dad-Dad-Dadio x2. AI Narratives stuff @OfficeForAI https://t.co/qx91u7CtGY Nanotech PhD; ex-selector; ex-Tweeter.
Born at 340.01ppm https://t.co/u99VBQlqye",0,0
535800732,Environment,BeckStrickland,https://pbs.twimg.com/profile_images/453622252546703360/6o7aAmQh_normal.jpeg,Enthusiastic Amateur. Data geek. All tweets & posts are personal opinions. Pronouns: she/her,0,0
255166755,Environment,I_am_LisaAllen,https://pbs.twimg.com/profile_images/842975118787796992/x3r_Lh5T_normal.jpg,#Data Leader #Mum of #Type1 Love the #Outside Work @OrdnanceSurvey @DAMAUK committee member Ex @DefraGovUK & Ex @EnvAgency Private account views are mine only,0,0
522559433,Environment,dataenvagency,https://pbs.twimg.com/profile_images/514728152577224704/793gt01F_normal.png,Info and notices about @EnvAgency data and data sharing services,0,0
2834884245,Environment,ODIDevon,https://pbs.twimg.com/profile_images/613077944848805888/9CYLMaG__normal.jpg,"Open Data Institute (@ODIHQ) Node for Devon, the first people to talk to about #opendata in the South West.",0,0
824366518515499008,Environment,health_opener,https://pbs.twimg.com/profile_images/824368631924539395/ITbAt-32_normal.jpg,"Discover how #opendata is used to improve #publichealth. Learn more about how you can use open data yourself.

Coming soon.",0,0
107522451,Environment,DataGovUK,https://pbs.twimg.com/profile_images/2349834335/spccahipjaggb3haid6i_normal.png,NA,0,0
1291040308495552513,Environment,DQHubUKGov,https://pbs.twimg.com/profile_images/1291040874445639681/PGYcXhnF_normal.jpg,"We're the UK Government Data Quality Hub, based in the @ONS . Talk to us about data quality!
Tweets from @stats_andy , @EconLucia & @beckstrickland",0,0
1469421637,Environment,SimonaMission,https://pbs.twimg.com/profile_images/504710801253761024/bkHj4rvq_normal.jpeg,"Helping the data sector grow & develop data literacy 
| #Datopolis facilitator
| CEO @mymissiondrive 
| Associate @ODIHQ
| Head of Marketing @LewesHockeyClub",0,0
14321293,Environment,swirrl,https://pbs.twimg.com/profile_images/750430790698299392/FPQaEHcj_normal.jpg,Creators of PublishMyData. Obsessed with making data more useful. We’re Hiring!,0,0
4742256987,Environment,ODICornwall,https://pbs.twimg.com/profile_images/723053840170377216/L7UMAaQm_normal.jpg,Developing social and economic value using open data in Cornwall. Part of the Open Data Institute @ODIHQ,0,0
780359523349528576,Environment,thedataplace,https://pbs.twimg.com/profile_images/1304325320548462594/9bvXs04r_normal.jpg,"We’re a social enterprise made up of data scientists, designers, community builders and strategists helping people and places thrive.",0,0
217010849,Environment,UKTransparency,https://pbs.twimg.com/profile_images/1170047854/co-crest_normal.jpg,NA,0,0
2843640335,Environment,ODcamp,https://pbs.twimg.com/profile_images/1376143378270855169/o9RUVffX_normal.jpg,Unconference devoted entirely to #opendata 10/4 #ODCafe Tweets by @puntofisso @angharadstone @paulineroche,0,0
413271829,Environment,deborah_yates,https://pbs.twimg.com/profile_images/911515798442774528/i-AV9IOH_normal.jpg,I help achieve outcomes through better data practices. Senior Consultant @ODIHQ. Board member @DAMAUK. Former @EnvAgency @DefraGovUK data teams. Private acc.,0,0
14465315,Environment,northernjamie,https://pbs.twimg.com/profile_images/1323933984376692737/Sj_desQi_normal.jpg,family; (open/linked)data; civic tech; creative technologist; data art; northern; @opendatamcr; #rstats; @odcamp; @InspireLearnMAT; @swirrl; he/him;,0,0
2696577092,Environment,ms_j_walker,https://pbs.twimg.com/profile_images/731621642099691521/MAc0tfbr_normal.jpg,"Open data, smart cities, data-driven innovation strategy and governance. My views",0,0
455212663,Environment,ClareMoriarty,https://pbs.twimg.com/profile_images/1145037426055897088/I2CgEKef_normal.jpg,"She/her. Soon to be CEO @CitizensAdvice. Agitating for diversity, inclusion and change in metaphorical red shoelaces",0,0
2298302941,Environment,flaxandteal,https://pbs.twimg.com/profile_images/538077364329000962/q6OAJTER_normal.png,Tackling business and scientific challenges with open source and an international outlook. Directed by @phil_t_weir. https://t.co/dEkZaGsfta,0,0
